lat,lon,n_nodes,conf_min_dist,wtime,exp_err_m,weight
38.979287528426404,-78.11304982494711,6.0,87.74813767500933,2024-06-24 16:09:01,86.0,0.00013520822065981613
38.97958764283031,-78.11297914947056,8.0,87.74813767500933,2024-06-24 16:10:30,86.0,0.00013520822065981613
38.979413320329336,-78.11294749011587,5.0,92.90198389600589,2024-06-24 16:12:00,86.0,0.00013520822065981613
38.97968383408461,-78.11290367051929,7.0,87.74813767500933,2024-06-24 16:13:31,86.0,0.00013520822065981613
38.97985197850344,-78.11294127458704,7.0,87.74813767500933,2024-06-24 16:15:00,86.0,0.00013520822065981613
38.979874932480556,-78.11275280060693,7.0,82.91030438226838,2024-06-24 16:16:33,86.0,0.00013520822065981613
38.97982060691613,-78.11274681469393,8.0,82.91030438226838,2024-06-24 16:18:02,86.0,0.00013520822065981613
38.98038343030994,-78.1130341401057,8.0,87.74813767500933,2024-06-24 16:19:30,86.0,0.00013520822065981613
38.98051235343327,-78.11316283631348,8.0,69.9563345536149,2024-06-24 16:21:03,86.0,0.00013520822065981613
38.98141762577678,-78.11276904804218,8.0,69.9563345536149,2024-06-24 16:22:32,86.0,0.00013520822065981613
38.98111986821149,-78.11273768033713,8.0,66.07128491492402,2024-06-24 16:24:00,86.0,0.00013520822065981613
38.98149952803941,-78.11245438325889,8.0,40.407421769014626,2024-06-24 16:25:33,48.1,0.00043222496444949665
38.981443361591715,-78.113202301617,8.0,87.74813767500933,2024-06-24 16:27:02,86.0,0.00013520822065981613
38.98148907857072,-78.11279228960113,8.0,55.44665345531434,2024-06-24 16:28:30,86.0,0.00013520822065981613
38.98184778750766,-78.11395555738287,8.0,98.41603090780139,2024-06-24 16:30:04,86.0,0.00013520822065981613
38.98162384351421,-78.11394798158514,7.0,98.41603090780139,2024-06-24 16:31:32,86.0,0.00013520822065981613
38.9814270837656,-78.1139325890719,7.0,110.75457099090045,2024-06-24 16:33:00,139.0,5.175715542673774e-05
38.98145869716355,-78.11397971989281,8.0,110.75457099090045,2024-06-24 16:34:34,139.0,5.175715542673774e-05
38.981231674955325,-78.11384226634408,8.0,110.75457099090045,2024-06-24 16:36:02,139.0,5.175715542673774e-05
38.98144808292127,-78.11303550369948,7.0,133.86303487198188,2024-06-24 16:37:31,139.0,5.175715542673774e-05
38.98048651270737,-78.11276549838094,7.0,78.3519595209361,2024-06-24 16:39:01,86.0,0.00013520822065981613
38.98128238531811,-78.11270796619527,5.0,110.75457099090045,2024-06-24 16:40:31,139.0,5.175715542673774e-05
38.98115280726678,-78.11272141611286,8.0,87.74813767500933,2024-06-24 16:42:01,86.0,0.00013520822065981613
38.981142584287795,-78.11290768290574,8.0,82.91030438226838,2024-06-24 16:43:34,86.0,0.00013520822065981613
38.98144652483163,-78.11385384338652,8.0,92.90198389600589,2024-06-24 16:45:01,86.0,0.00013520822065981613
38.98150282697549,-78.11337839923885,8.0,87.74813767500933,2024-06-24 16:46:31,86.0,0.00013520822065981613
38.98147896542487,-78.1133396038163,8.0,82.91030438226838,2024-06-24 16:48:04,86.0,0.00013520822065981613
38.98146719727924,-78.11301822499958,8.0,87.74813767500933,2024-06-24 16:49:31,86.0,0.00013520822065981613
38.98147933161031,-78.11376627950254,8.0,87.74813767500933,2024-06-24 16:51:01,86.0,0.00013520822065981613
38.98142964972824,-78.1131239273876,8.0,82.91030438226838,2024-06-24 16:52:31,86.0,0.00013520822065981613
38.981327758924564,-78.11379738817006,7.0,82.91030438226838,2024-06-24 16:54:03,86.0,0.00013520822065981613
38.981574060392155,-78.11318553972183,8.0,87.74813767500933,2024-06-24 16:55:31,86.0,0.00013520822065981613
38.98086323560966,-78.11321244197937,8.0,66.07128491492402,2024-06-24 16:57:01,86.0,0.00013520822065981613
38.98090814660409,-78.1129578596487,8.0,69.9563345536149,2024-06-24 16:58:33,86.0,0.00013520822065981613
38.98063625184346,-78.11316511910161,8.0,74.04256634085611,2024-06-24 17:00:02,86.0,0.00013520822065981613
38.98056721099866,-78.1136302399578,8.0,62.368533463292,2024-06-24 17:01:30,86.0,0.00013520822065981613
38.980806192758706,-78.11375795904141,8.0,74.04256634085611,2024-06-24 17:03:00,86.0,0.00013520822065981613
38.980606065557716,-78.11387954033577,7.0,74.04256634085611,2024-06-24 17:04:31,86.0,0.00013520822065981613
38.98129333502201,-78.11151672895689,3.0,154.1611975505899,2024-06-24 17:06:02,239.7,1.740459540494315e-05
38.980812974771005,-78.11303692888627,8.0,69.9563345536149,2024-06-24 17:07:30,86.0,0.00013520822065981613
38.98017580922572,-78.11281013220515,8.0,74.04256634085611,2024-06-24 17:09:02,86.0,0.00013520822065981613
38.98000363411993,-78.11280048538399,8.0,74.04256634085611,2024-06-24 17:10:30,86.0,0.00013520822065981613
38.98037057649466,-78.11278348464703,8.0,74.04256634085611,2024-06-24 17:12:00,86.0,0.00013520822065981613
38.980540532679804,-78.11275166218638,8.0,69.9563345536149,2024-06-24 17:13:32,86.0,0.00013520822065981613
38.98056804329455,-78.11252847805648,8.0,69.9563345536149,2024-06-24 17:15:00,86.0,0.00013520822065981613
38.980651929846815,-78.11272210501903,8.0,74.04256634085611,2024-06-24 17:16:30,86.0,0.00013520822065981613
38.98054359537266,-78.1128219125836,8.0,69.9563345536149,2024-06-24 17:18:02,86.0,0.00013520822065981613
38.98045772435575,-78.11316715643149,8.0,69.9563345536149,2024-06-24 17:19:31,86.0,0.00013520822065981613
38.98173597269886,-78.1134954053586,8.0,69.9563345536149,2024-06-24 17:21:01,86.0,0.00013520822065981613
38.98067410080278,-78.11350212404115,8.0,69.9563345536149,2024-06-24 17:22:32,86.0,0.00013520822065981613
